date,ProductsName,TotalSales,DateRunningTotal
2021-05-11,"Niushou Shengcai",¥1.82,¥673.96
2021-05-11,"Niushou Shengcai",¥1.52,¥673.96
2021-05-11,"Niushou Shengcai",¥1.11,¥673.96
2021-05-11,"Niushou Shengcai",¥0.91,¥673.96
2021-05-11,"Niushou Shengcai",¥1.01,¥673.96
2021-05-11,"Niushou Shengcai",¥0.71,¥673.96
2021-05-11,"Niushou Shengcai",¥1.82,¥673.96
2021-05-11,"Niushou Shengcai",¥1.21,¥673.96
2021-05-11,"Niushou Shengcai",¥0.51,¥673.96
2021-05-11,"Niushou Shengcai",¥0.61,¥673.96
2021-05-11,"Niushou Shengcai",¥0.91,¥673.96
2021-05-11,"Niushou Shengcai",¥0.91,¥673.96
2021-05-11,"Niushou Shengcai",¥1.62,¥673.96
2021-05-11,"Niushou Shengcai",¥1.11,¥673.96
2021-05-11,"Niushou Shengcai",¥0.91,¥673.96
2021-05-11,"Niushou Shengcai",¥0.71,¥673.96
2021-05-11,"Niushou Shengcai",¥1.72,¥673.96
2021-05-12,"Niushou Shengcai",¥0.61,¥713.87
2021-05-12,"Niushou Shengcai",¥0.51,¥713.87
2021-05-12,"Niushou Shengcai",¥1.11,¥713.87
2021-05-12,"Niushou Shengcai",¥1.41,¥713.87
2021-05-12,"Niushou Shengcai",¥2.63,¥713.87
2021-05-12,"Niushou Shengcai",¥1.52,¥713.87
2021-05-12,"Niushou Shengcai",¥1.01,¥713.87
2021-05-12,"Niushou Shengcai",¥0.71,¥713.87
2021-05-12,"Niushou Shengcai",¥2.12,¥713.87
2021-05-12,"Niushou Shengcai",¥1.52,¥713.87
2021-05-12,"Niushou Shengcai",¥0.4,¥713.87
2021-05-12,"Niushou Shengcai",¥1.21,¥713.87
2021-05-12,"Niushou Shengcai",¥0.71,¥713.87
2021-05-12,"Niushou Shengcai",¥1.31,¥713.87
2021-05-12,"Niushou Shengcai",¥0.71,¥713.87
2021-05-12,"Niushou Shengcai",¥0.81,¥713.87
2021-05-12,"Niushou Shengcai",¥0.61,¥713.87
2021-05-12,"Niushou Shengcai",¥1.01,¥713.87
2021-05-12,"Niushou Shengcai",¥0.81,¥713.87
2021-05-12,"Niushou Shengcai",¥1.92,¥713.87
2021-05-12,"Niushou Shengcai",¥1.82,¥713.87
2021-05-12,"Niushou Shengcai",¥0.61,¥713.87
2021-05-12,"Niushou Shengcai",¥1.62,¥713.87
2021-05-12,"Niushou Shengcai",¥1.01,¥713.87
2021-05-12,"Niushou Shengcai",¥1.62,¥713.87
2021-05-12,"Niushou Shengcai",¥1.11,¥713.87
2021-05-12,"Niushou Shengcai",¥1.11,¥713.87
2021-05-12,"Niushou Shengcai",¥0.91,¥713.87
2021-05-12,"Niushou Shengcai",¥1.01,¥713.87
2021-05-12,"Niushou Shengcai",¥0.3,¥713.87
2021-05-12,"Niushou Shengcai",¥1.21,¥713.87
2021-05-12,"Niushou Shengcai",¥1.31,¥713.87
2021-05-12,"Niushou Shengcai",¥1.01,¥713.87
2021-05-12,"Niushou Shengcai",¥1.41,¥713.87
2021-05-12,"Niushou Shengcai",¥1.21,¥713.87
2021-05-13,"Niushou Shengcai",¥0.71,¥727.61
2021-05-13,"Niushou Shengcai",¥1.01,¥727.61
2021-05-13,"Niushou Shengcai",¥2.73,¥727.61
2021-05-13,"Niushou Shengcai",¥0.81,¥727.61
2021-05-13,"Niushou Shengcai",¥1.11,¥727.61
2021-05-13,"Niushou Shengcai",¥0.91,¥727.61
2021-05-13,"Niushou Shengcai",¥0.81,¥727.61
2021-05-13,"Niushou Shengcai",¥1.31,¥727.61
2021-05-13,"Niushou Shengcai",¥0.81,¥727.61
2021-05-13,"Niushou Shengcai",¥1.11,¥727.61
2021-05-13,"Niushou Shengcai",¥0.4,¥727.61
2021-05-13,"Niushou Shengcai",¥1.01,¥727.61
2021-05-13,"Niushou Shengcai",¥1.01,¥727.61
2021-05-14,"Niushou Shengcai",¥0.71,¥742.36
2021-05-14,"Niushou Shengcai",¥0.91,¥742.36
2021-05-14,"Niushou Shengcai",¥1.92,¥742.36
2021-05-14,"Niushou Shengcai",¥1.62,¥742.36
2021-05-14,"Niushou Shengcai",¥2.32,¥742.36
2021-05-14,"Niushou Shengcai",¥0.4,¥742.36
2021-05-14,"Niushou Shengcai",¥1.62,¥742.36
2021-05-14,"Niushou Shengcai",¥1.41,¥742.36
2021-05-14,"Niushou Shengcai",¥1.11,¥742.36
2021-05-14,"Niushou Shengcai",¥1.52,¥742.36
2021-05-14,"Niushou Shengcai",¥1.21,¥742.36
2021-05-15,"Niushou Shengcai",¥1.01,¥768.03
2021-05-15,"Niushou Shengcai",¥1.21,¥768.03
2021-05-15,"Niushou Shengcai",¥0.91,¥768.03
2021-05-15,"Niushou Shengcai",¥0.61,¥768.03
2021-05-15,"Niushou Shengcai",¥0.81,¥768.03
2021-05-15,"Niushou Shengcai",¥0.91,¥768.03
2021-05-15,"Niushou Shengcai",¥1.01,¥768.03
2021-05-15,"Niushou Shengcai",¥1.11,¥768.03
2021-05-15,"Niushou Shengcai",¥0.81,¥768.03
2021-05-15,"Niushou Shengcai",¥0.91,¥768.03
2021-05-15,"Niushou Shengcai",¥0.81,¥768.03
2021-05-15,"Niushou Shengcai",¥0.81,¥768.03
2021-05-15,"Niushou Shengcai",¥1.01,¥768.03
2021-05-15,"Niushou Shengcai",¥0.91,¥768.03
2021-05-15,"Niushou Shengcai",¥0.81,¥768.03
2021-05-15,"Niushou Shengcai",¥0.61,¥768.03
2021-05-15,"Niushou Shengcai",¥1.21,¥768.03
2021-05-15,"Niushou Shengcai",¥0.91,¥768.03
2021-05-15,"Niushou Shengcai",¥1.01,¥768.03
2021-05-15,"Niushou Shengcai",¥0.91,¥768.03
2021-05-15,"Niushou Shengcai",¥1.01,¥768.03
2021-05-15,"Niushou Shengcai",¥0.3,¥768.03
2021-05-15,"Niushou Shengcai",¥1.11,¥768.03
2021-05-15,"Niushou Shengcai",¥1.21,¥768.03
2021-05-15,"Niushou Shengcai",¥0.71,¥768.03
2021-05-15,"Niushou Shengcai",¥0.91,¥768.03
2021-05-15,"Niushou Shengcai",¥1.21,¥768.03
2021-05-15,"Niushou Shengcai",¥0.91,¥768.03
2021-05-16,"Niushou Shengcai",¥1.01,¥783.96
2021-05-16,"Niushou Shengcai",¥1.01,¥783.96
2021-05-16,"Niushou Shengcai",¥1.21,¥783.96
2021-05-16,"Niushou Shengcai",¥1.31,¥783.96
2021-05-16,"Niushou Shengcai",¥2.12,¥783.96
2021-05-16,"Niushou Shengcai",¥1.21,¥783.96
2021-05-16,"Niushou Shengcai",¥2.52,¥783.96
2021-05-16,"Niushou Shengcai",¥2.22,¥783.96
2021-05-16,"Niushou Shengcai",¥0.91,¥783.96
2021-05-16,"Niushou Shengcai",¥0.7,¥783.96
2021-05-16,"Niushou Shengcai",¥0.91,¥783.96
2021-05-16,"Niushou Shengcai",¥0.81,¥783.96
2021-05-17,"Niushou Shengcai",¥1.11,¥854.81
2021-05-17,"Niushou Shengcai",¥1.61,¥854.81
2021-05-17,"Niushou Shengcai",¥0.91,¥854.81
2021-05-17,"Niushou Shengcai",¥1.11,¥854.81
2021-05-17,"Niushou Shengcai",¥0.81,¥854.81
2021-05-17,"Niushou Shengcai",¥0.91,¥854.81
2021-05-17,"Niushou Shengcai",¥1.41,¥854.81
2021-05-17,"Niushou Shengcai",¥1.11,¥854.81
2021-05-17,"Niushou Shengcai",¥1.51,¥854.81
2021-05-17,"Niushou Shengcai",¥1.01,¥854.81
2021-05-17,"Niushou Shengcai",¥0.81,¥854.81
2021-05-17,"Niushou Shengcai",¥0.81,¥854.81
2021-05-17,"Niushou Shengcai",¥0.91,¥854.81
2021-05-17,"Niushou Shengcai",¥1.41,¥854.81
2021-05-17,"Niushou Shengcai",¥1.51,¥854.81
2021-05-17,"Niushou Shengcai",¥1.21,¥854.81
2021-05-17,"Niushou Shengcai",¥0.91,¥854.81
2021-05-17,"Niushou Shengcai",¥1.21,¥854.81
2021-05-17,"Niushou Shengcai",¥1.11,¥854.81
2021-05-17,"Niushou Shengcai",¥1.81,¥854.81
2021-05-17,"Niushou Shengcai",¥2.01,¥854.81
2021-05-17,"Niushou Shengcai",¥1.31,¥854.81
2021-05-17,"Niushou Shengcai",¥1.11,¥854.81
2021-05-17,"Niushou Shengcai",¥1.41,¥854.81
2021-05-17,"Niushou Shengcai",¥1.51,¥854.81
2021-05-17,"Niushou Shengcai",¥1.01,¥854.81
2021-05-17,"Niushou Shengcai",¥2.01,¥854.81
2021-05-17,"Niushou Shengcai",¥0.91,¥854.81
2021-05-17,"Niushou Shengcai",¥2.42,¥854.81
2021-05-17,"Niushou Shengcai",¥0.81,¥854.81
2021-05-17,"Niushou Shengcai",¥0.61,¥854.81
2021-05-17,"Niushou Shengcai",¥1.31,¥854.81
2021-05-17,"Niushou Shengcai",¥0.81,¥854.81
2021-05-17,"Niushou Shengcai",¥1.91,¥854.81
2021-05-17,"Niushou Shengcai",¥1.41,¥854.81
2021-05-17,"Niushou Shengcai",¥0.91,¥854.81
2021-05-17,"Niushou Shengcai",¥1.81,¥854.81
2021-05-17,"Niushou Shengcai",¥0.91,¥854.81
2021-05-17,"Niushou Shengcai",¥0.7,¥854.81
2021-05-17,"Niushou Shengcai",¥0.91,¥854.81
2021-05-17,"Niushou Shengcai",¥0.81,¥854.81
2021-05-17,"Niushou Shengcai",¥1.01,¥854.81
2021-05-17,"Niushou Shengcai",¥0.81,¥854.81
2021-05-17,"Niushou Shengcai",¥1.31,¥854.81
2021-05-17,"Niushou Shengcai",¥0.61,¥854.81
2021-05-17,"Niushou Shengcai",¥0.4,¥854.81
2021-05-17,"Niushou Shengcai",¥2.01,¥854.81
2021-05-17,"Niushou Shengcai",¥0.7,¥854.81
2021-05-17,"Niushou Shengcai",¥0.81,¥854.81
2021-05-17,"Niushou Shengcai",¥0.81,¥854.81
2021-05-17,"Niushou Shengcai",¥1.01,¥854.81
2021-05-17,"Niushou Shengcai",¥0.61,¥854.81
2021-05-17,"Niushou Shengcai",¥1.01,¥854.81
2021-05-17,"Niushou Shengcai",¥1.31,¥854.81
2021-05-17,"Niushou Shengcai",¥2.72,¥854.81
2021-05-17,"Niushou Shengcai",¥2.22,¥854.81
2021-05-17,"Niushou Shengcai",¥1.21,¥854.81
2021-05-17,"Niushou Shengcai",¥0.91,¥854.81
2021-05-17,"Niushou Shengcai",¥0.61,¥854.81
2021-05-17,"Niushou Shengcai",¥1.01,¥854.81
2021-05-18,"Niushou Shengcai",¥1.21,¥900.86
2021-05-18,"Niushou Shengcai",¥0.7,¥900.86
2021-05-18,"Niushou Shengcai",¥1.51,¥900.86
2021-05-18,"Niushou Shengcai",¥1.11,¥900.86
2021-05-18,"Niushou Shengcai",¥2.12,¥900.86
2021-05-18,"Niushou Shengcai",¥1.41,¥900.86
2021-05-18,"Niushou Shengcai",¥1.11,¥900.86
2021-05-18,"Niushou Shengcai",¥1.11,¥900.86
2021-05-18,"Niushou Shengcai",¥1.11,¥900.86
2021-05-18,"Niushou Shengcai",¥1.11,¥900.86
2021-05-18,"Niushou Shengcai",¥2.82,¥900.86
2021-05-18,"Niushou Shengcai",¥1.51,¥900.86
2021-05-18,"Niushou Shengcai",¥1.31,¥900.86
2021-05-18,"Niushou Shengcai",¥0.91,¥900.86
2021-05-18,"Niushou Shengcai",¥0.61,¥900.86
2021-05-18,"Niushou Shengcai",¥0.81,¥900.86
2021-05-18,"Niushou Shengcai",¥0.7,¥900.86
2021-05-18,"Niushou Shengcai",¥0.91,¥900.86
2021-05-18,"Niushou Shengcai",¥1.01,¥900.86
2021-05-18,"Niushou Shengcai",¥1.21,¥900.86
2021-05-18,"Niushou Shengcai",¥0.91,¥900.86
2021-05-18,"Niushou Shengcai",¥1.21,¥900.86
2021-05-18,"Niushou Shengcai",¥1.81,¥900.86
2021-05-18,"Niushou Shengcai",¥1.01,¥900.86
2021-05-18,"Niushou Shengcai",¥0.91,¥900.86
2021-05-18,"Niushou Shengcai",¥0.61,¥900.86
2021-05-18,"Niushou Shengcai",¥0.7,¥900.86
2021-05-18,"Niushou Shengcai",¥0.7,¥900.86
2021-05-18,"Niushou Shengcai",¥1.91,¥900.86
2021-05-18,"Niushou Shengcai",¥1.11,¥900.86
2021-05-18,"Niushou Shengcai",¥2.62,¥900.86
2021-05-18,"Niushou Shengcai",¥1.71,¥900.86
2021-05-18,"Niushou Shengcai",¥0.7,¥900.86
2021-05-18,"Niushou Shengcai",¥0.91,¥900.86
2021-05-18,"Niushou Shengcai",¥0.61,¥900.86
2021-05-18,"Niushou Shengcai",¥1.01,¥900.86
2021-05-18,"Niushou Shengcai",¥2.42,¥900.86
2021-05-18,"Niushou Shengcai",¥0.91,¥900.86
2021-05-19,"Niushou Shengcai",¥1.11,¥926.02
2021-05-19,"Niushou Shengcai",¥1.52,¥926.02
2021-05-19,"Niushou Shengcai",¥0.71,¥926.02
2021-05-19,"Niushou Shengcai",¥1.21,¥926.02
2021-05-19,"Niushou Shengcai",¥2.32,¥926.02
2021-05-19,"Niushou Shengcai",¥1.82,¥926.02
2021-05-19,"Niushou Shengcai",¥0.61,¥926.02
2021-05-19,"Niushou Shengcai",¥1.21,¥926.02
2021-05-19,"Niushou Shengcai",¥1.31,¥926.02
2021-05-19,"Niushou Shengcai",¥1.72,¥926.02
2021-05-19,"Niushou Shengcai",¥1.92,¥926.02
2021-05-19,"Niushou Shengcai",¥0.91,¥926.02
2021-05-19,"Niushou Shengcai",¥0.71,¥926.02
2021-05-19,"Niushou Shengcai",¥1.11,¥926.02
2021-05-19,"Niushou Shengcai",¥1.01,¥926.02
2021-05-19,"Niushou Shengcai",¥1.72,¥926.02
2021-05-19,"Niushou Shengcai",¥1.11,¥926.02
2021-05-19,"Niushou Shengcai",¥0.71,¥926.02
2021-05-19,"Niushou Shengcai",¥1.72,¥926.02
2021-05-19,"Niushou Shengcai",¥0.71,¥926.02
2021-05-20,"Niushou Shengcai",¥1.62,¥952.7
2021-05-20,"Niushou Shengcai",¥0.61,¥952.7
2021-05-20,"Niushou Shengcai",¥1.52,¥952.7
2021-05-20,"Niushou Shengcai",¥0.81,¥952.7
2021-05-20,"Niushou Shengcai",¥0.81,¥952.7
2021-05-20,"Niushou Shengcai",¥1.31,¥952.7
2021-05-20,"Niushou Shengcai",¥1.62,¥952.7
2021-05-20,"Niushou Shengcai",¥1.11,¥952.7
2021-05-20,"Niushou Shengcai",¥0.91,¥952.7
2021-05-20,"Niushou Shengcai",¥1.72,¥952.7
2021-05-20,"Niushou Shengcai",¥1.01,¥952.7
2021-05-20,"Niushou Shengcai",¥1.21,¥952.7
2021-05-20,"Niushou Shengcai",¥1.01,¥952.7
2021-05-20,"Niushou Shengcai",¥2.02,¥952.7
2021-05-20,"Niushou Shengcai",¥0.61,¥952.7
2021-05-20,"Niushou Shengcai",¥1.62,¥952.7
2021-05-20,"Niushou Shengcai",¥2.02,¥952.7
2021-05-20,"Niushou Shengcai",¥1.11,¥952.7
2021-05-20,"Niushou Shengcai",¥1.21,¥952.7
2021-05-20,"Niushou Shengcai",¥0.91,¥952.7
2021-05-20,"Niushou Shengcai",¥0.91,¥952.7
2021-05-20,"Niushou Shengcai",¥0.51,¥952.7
2021-05-20,"Niushou Shengcai",¥0.51,¥952.7
2021-05-21,"Niushou Shengcai",¥0.4,¥965.63
2021-05-21,"Niushou Shengcai",¥0.61,¥965.63
2021-05-21,"Niushou Shengcai",¥2.42,¥965.63
2021-05-21,"Niushou Shengcai",¥0.71,¥965.63
2021-05-21,"Niushou Shengcai",¥0.61,¥965.63
2021-05-21,"Niushou Shengcai",¥0.61,¥965.63
2021-05-21,"Niushou Shengcai",¥1.11,¥965.63
2021-05-21,"Niushou Shengcai",¥0.81,¥965.63
2021-05-21,"Niushou Shengcai",¥0.81,¥965.63
2021-05-21,"Niushou Shengcai",¥1.82,¥965.63
2021-05-21,"Niushou Shengcai",¥1.31,¥965.63
2021-05-21,"Niushou Shengcai",¥1.72,¥965.63
2021-05-22,"Niushou Shengcai",¥0.81,¥984.58
2021-05-22,"Niushou Shengcai",¥0.81,¥984.58
2021-05-22,"Niushou Shengcai",¥1.71,¥984.58
2021-05-22,"Niushou Shengcai",¥0.7,¥984.58
2021-05-22,"Niushou Shengcai",¥1.31,¥984.58
2021-05-22,"Niushou Shengcai",¥2.82,¥984.58
2021-05-22,"Niushou Shengcai",¥0.61,¥984.58
2021-05-22,"Niushou Shengcai",¥0.7,¥984.58
2021-05-22,"Niushou Shengcai",¥1.01,¥984.58
2021-05-22,"Niushou Shengcai",¥0.61,¥984.58
2021-05-22,"Niushou Shengcai",¥3.13,¥984.58
2021-05-22,"Niushou Shengcai",¥0.7,¥984.58
2021-05-22,"Niushou Shengcai",¥0.81,¥984.58
2021-05-22,"Niushou Shengcai",¥1.21,¥984.58
2021-05-22,"Niushou Shengcai",¥1.31,¥984.58
2021-05-22,"Niushou Shengcai",¥0.7,¥984.58
2021-05-23,"Niushou Shengcai",¥1.21,¥998.58
2021-05-23,"Niushou Shengcai",¥1.61,¥998.58
2021-05-23,"Niushou Shengcai",¥2.12,¥998.58
2021-05-23,"Niushou Shengcai",¥1.01,¥998.58
2021-05-23,"Niushou Shengcai",¥0.91,¥998.58
2021-05-23,"Niushou Shengcai",¥2.12,¥998.58
2021-05-23,"Niushou Shengcai",¥0.91,¥998.58
2021-05-23,"Niushou Shengcai",¥0.81,¥998.58
2021-05-23,"Niushou Shengcai",¥1.11,¥998.58
2021-05-23,"Niushou Shengcai",¥1.01,¥998.58
2021-05-23,"Niushou Shengcai",¥1.21,¥998.58
2021-05-24,"Niushou Shengcai",¥0.81,¥1012.39
2021-05-24,"Niushou Shengcai",¥0.81,¥1012.39
2021-05-24,"Niushou Shengcai",¥0.81,¥1012.39
2021-05-24,"Niushou Shengcai",¥0.7,¥1012.39
2021-05-24,"Niushou Shengcai",¥1.11,¥1012.39
2021-05-24,"Niushou Shengcai",¥1.71,¥1012.39
2021-05-24,"Niushou Shengcai",¥0.7,¥1012.39
2021-05-24,"Niushou Shengcai",¥2.22,¥1012.39
2021-05-24,"Niushou Shengcai",¥1.61,¥1012.39
2021-05-24,"Niushou Shengcai",¥1.41,¥1012.39
2021-05-24,"Niushou Shengcai",¥1.91,¥1012.39
2021-05-26,"Niushou Shengcai",¥0.4,¥1030.73
2021-05-26,"Niushou Shengcai",¥0.81,¥1030.73
2021-05-26,"Niushou Shengcai",¥0.91,¥1030.73
2021-05-26,"Niushou Shengcai",¥0.81,¥1030.73
2021-05-26,"Niushou Shengcai",¥1.11,¥1030.73
2021-05-26,"Niushou Shengcai",¥0.81,¥1030.73
2021-05-26,"Niushou Shengcai",¥1.51,¥1030.73
2021-05-26,"Niushou Shengcai",¥0.81,¥1030.73
2021-05-26,"Niushou Shengcai",¥1.51,¥1030.73
2021-05-26,"Niushou Shengcai",¥0.61,¥1030.73
2021-05-26,"Niushou Shengcai",¥0.7,¥1030.73
2021-05-26,"Niushou Shengcai",¥0.61,¥1030.73
2021-05-26,"Niushou Shengcai",¥1.11,¥1030.73
2021-05-26,"Niushou Shengcai",¥1.01,¥1030.73
2021-05-26,"Niushou Shengcai",¥1.11,¥1030.73
2021-05-26,"Niushou Shengcai",¥1.31,¥1030.73
2021-05-26,"Niushou Shengcai",¥0.5,¥1030.73
2021-05-26,"Niushou Shengcai",¥0.7,¥1030.73
2021-05-26,"Niushou Shengcai",¥0.7,¥1030.73
2021-05-26,"Niushou Shengcai",¥1.31,¥1030.73
2021-05-27,"Niushou Shengcai",¥1.41,¥1050.07
2021-05-27,"Niushou Shengcai",¥1.31,¥1050.07
2021-05-27,"Niushou Shengcai",¥0.7,¥1050.07
2021-05-27,"Niushou Shengcai",¥0.7,¥1050.07
2021-05-27,"Niushou Shengcai",¥1.81,¥1050.07
2021-05-27,"Niushou Shengcai",¥0.4,¥1050.07
2021-05-27,"Niushou Shengcai",¥0.81,¥1050.07
2021-05-27,"Niushou Shengcai",¥1.21,¥1050.07
2021-05-27,"Niushou Shengcai",¥1.31,¥1050.07
2021-05-27,"Niushou Shengcai",¥1.31,¥1050.07
2021-05-27,"Niushou Shengcai",¥1.11,¥1050.07
2021-05-27,"Niushou Shengcai",¥1.11,¥1050.07
2021-05-27,"Niushou Shengcai",¥1.41,¥1050.07
2021-05-27,"Niushou Shengcai",¥1.41,¥1050.07
2021-05-27,"Niushou Shengcai",¥0.5,¥1050.07
2021-05-27,"Niushou Shengcai",¥1.71,¥1050.07
2021-05-27,"Niushou Shengcai",¥1.11,¥1050.07
2021-05-28,"Niushou Shengcai",¥0.91,¥1064.68
2021-05-28,"Niushou Shengcai",¥0.7,¥1064.68
2021-05-28,"Niushou Shengcai",¥1.51,¥1064.68
2021-05-28,"Niushou Shengcai",¥2.92,¥1064.68
2021-05-28,"Niushou Shengcai",¥2.82,¥1064.68
2021-05-28,"Niushou Shengcai",¥2.42,¥1064.68
2021-05-28,"Niushou Shengcai",¥2.12,¥1064.68
2021-05-28,"Niushou Shengcai",¥1.21,¥1064.68
2021-05-29,"Niushou Shengcai",¥1.11,¥1082.62
2021-05-29,"Niushou Shengcai",¥1.11,¥1082.62
2021-05-29,"Niushou Shengcai",¥0.4,¥1082.62
2021-05-29,"Niushou Shengcai",¥1.11,¥1082.62
2021-05-29,"Niushou Shengcai",¥1.71,¥1082.62
2021-05-29,"Niushou Shengcai",¥1.21,¥1082.62
2021-05-29,"Niushou Shengcai",¥0.91,¥1082.62
2021-05-29,"Niushou Shengcai",¥2.01,¥1082.62
2021-05-29,"Niushou Shengcai",¥1.61,¥1082.62
2021-05-29,"Niushou Shengcai",¥1.01,¥1082.62
2021-05-29,"Niushou Shengcai",¥1.11,¥1082.62
2021-05-29,"Niushou Shengcai",¥1.11,¥1082.62
2021-05-29,"Niushou Shengcai",¥0.61,¥1082.62
2021-05-29,"Niushou Shengcai",¥2.92,¥1082.62
2021-05-30,"Niushou Shengcai",¥1.91,¥1101.36
2021-05-30,"Niushou Shengcai",¥0.81,¥1101.36
2021-05-30,"Niushou Shengcai",¥0.61,¥1101.36
2021-05-30,"Niushou Shengcai",¥1.51,¥1101.36
2021-05-30,"Niushou Shengcai",¥1.11,¥1101.36
2021-05-30,"Niushou Shengcai",¥1.11,¥1101.36
2021-05-30,"Niushou Shengcai",¥2.62,¥1101.36
2021-05-30,"Niushou Shengcai",¥1.51,¥1101.36
2021-05-30,"Niushou Shengcai",¥1.11,¥1101.36
2021-05-30,"Niushou Shengcai",¥1.21,¥1101.36
2021-05-30,"Niushou Shengcai",¥1.41,¥1101.36
2021-05-30,"Niushou Shengcai",¥1.41,¥1101.36
2021-05-30,"Niushou Shengcai",¥1.01,¥1101.36
2021-05-30,"Niushou Shengcai",¥1.41,¥1101.36
2021-05-31,"Niushou Shengcai",¥2.22,¥1135.63
2021-05-31,"Niushou Shengcai",¥1.51,¥1135.63
2021-05-31,"Niushou Shengcai",¥1.01,¥1135.63
2021-05-31,"Niushou Shengcai",¥0.7,¥1135.63
2021-05-31,"Niushou Shengcai",¥0.91,¥1135.63
2021-05-31,"Niushou Shengcai",¥1.11,¥1135.63
2021-05-31,"Niushou Shengcai",¥1.31,¥1135.63
2021-05-31,"Niushou Shengcai",¥1.41,¥1135.63
2021-05-31,"Niushou Shengcai",¥1.01,¥1135.63
2021-05-31,"Niushou Shengcai",¥1.01,¥1135.63
2021-05-31,"Niushou Shengcai",¥1.41,¥1135.63
2021-05-31,"Niushou Shengcai",¥0.81,¥1135.63
2021-05-31,"Niushou Shengcai",¥1.31,¥1135.63
2021-05-31,"Niushou Shengcai",¥1.21,¥1135.63
2021-05-31,"Niushou Shengcai",¥1.31,¥1135.63
2021-05-31,"Niushou Shengcai",¥0.61,¥1135.63
2021-05-31,"Niushou Shengcai",¥0.61,¥1135.63
2021-05-31,"Niushou Shengcai",¥0.7,¥1135.63
2021-05-31,"Niushou Shengcai",¥1.61,¥1135.63
2021-05-31,"Niushou Shengcai",¥1.61,¥1135.63
2021-05-31,"Niushou Shengcai",¥1.91,¥1135.63
2021-05-31,"Niushou Shengcai",¥1.81,¥1135.63
2021-05-31,"Niushou Shengcai",¥1.01,¥1135.63
2021-05-31,"Niushou Shengcai",¥0.61,¥1135.63
2021-05-31,"Niushou Shengcai",¥1.01,¥1135.63
2021-05-31,"Niushou Shengcai",¥1.61,¥1135.63
2021-05-31,"Niushou Shengcai",¥1.31,¥1135.63
2021-05-31,"Niushou Shengcai",¥1.61,¥1135.63
2021-06-01,"Niushou Shengcai",¥0.91,¥1152.66
2021-06-01,"Niushou Shengcai",¥1.81,¥1152.66
2021-06-01,"Niushou Shengcai",¥0.5,¥1152.66
2021-06-01,"Niushou Shengcai",¥0.81,¥1152.66
2021-06-01,"Niushou Shengcai",¥0.81,¥1152.66
2021-06-01,"Niushou Shengcai",¥0.81,¥1152.66
2021-06-01,"Niushou Shengcai",¥1.31,¥1152.66
2021-06-01,"Niushou Shengcai",¥2.01,¥1152.66
2021-06-01,"Niushou Shengcai",¥1.91,¥1152.66
2021-06-01,"Niushou Shengcai",¥0.61,¥1152.66
2021-06-01,"Niushou Shengcai",¥2.22,¥1152.66
2021-06-01,"Niushou Shengcai",¥0.4,¥1152.66
2021-06-01,"Niushou Shengcai",¥1.11,¥1152.66
2021-06-01,"Niushou Shengcai",¥1.11,¥1152.66
2021-06-01,"Niushou Shengcai",¥0.7,¥1152.66
2021-06-02,"Niushou Shengcai",¥1.01,¥1168.99
2021-06-02,"Niushou Shengcai",¥0.91,¥1168.99
2021-06-02,"Niushou Shengcai",¥1.71,¥1168.99
2021-06-02,"Niushou Shengcai",¥1.31,¥1168.99
2021-06-02,"Niushou Shengcai",¥0.91,¥1168.99
2021-06-02,"Niushou Shengcai",¥1.01,¥1168.99
2021-06-02,"Niushou Shengcai",¥0.61,¥1168.99
2021-06-02,"Niushou Shengcai",¥1.21,¥1168.99
2021-06-02,"Niushou Shengcai",¥0.4,¥1168.99
2021-06-02,"Niushou Shengcai",¥2.01,¥1168.99
2021-06-02,"Niushou Shengcai",¥2.52,¥1168.99
2021-06-02,"Niushou Shengcai",¥1.41,¥1168.99
2021-06-02,"Niushou Shengcai",¥1.31,¥1168.99
2021-06-03,"Niushou Shengcai",¥1.01,¥1186.48
2021-06-03,"Niushou Shengcai",¥0.81,¥1186.48
2021-06-03,"Niushou Shengcai",¥0.81,¥1186.48
2021-06-03,"Niushou Shengcai",¥0.81,¥1186.48
2021-06-03,"Niushou Shengcai",¥1.41,¥1186.48
2021-06-03,"Niushou Shengcai",¥1.52,¥1186.48
2021-06-03,"Niushou Shengcai",¥0.81,¥1186.48
2021-06-03,"Niushou Shengcai",¥1.92,¥1186.48
2021-06-03,"Niushou Shengcai",¥0.3,¥1186.48
2021-06-03,"Niushou Shengcai",¥0.2,¥1186.48
2021-06-03,"Niushou Shengcai",¥0.51,¥1186.48
2021-06-03,"Niushou Shengcai",¥1.11,¥1186.48
2021-06-03,"Niushou Shengcai",¥0.81,¥1186.48
2021-06-03,"Niushou Shengcai",¥0.4,¥1186.48
2021-06-03,"Niushou Shengcai",¥1.31,¥1186.48
2021-06-03,"Niushou Shengcai",¥1.31,¥1186.48
2021-06-03,"Niushou Shengcai",¥1.72,¥1186.48
2021-06-03,"Niushou Shengcai",¥0.71,¥1186.48
2021-06-04,"Niushou Shengcai",¥0.51,¥1211.33
2021-06-04,"Niushou Shengcai",¥0.91,¥1211.33
2021-06-04,"Niushou Shengcai",¥1.31,¥1211.33
2021-06-04,"Niushou Shengcai",¥1.31,¥1211.33
2021-06-04,"Niushou Shengcai",¥1.01,¥1211.33
2021-06-04,"Niushou Shengcai",¥0.71,¥1211.33
